x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25
115.23453215792108,105.29939643984312,340.7345321579211,105.29939643984312,566.2345321579211,105.29939643984312,791.7345321579211,105.29939643984312,1017.2345321579211,105.29939643984312,115.23453215792108,315.7993964398431,340.7345321579211,315.7993964398431,566.2345321579211,315.7993964398431,791.7345321579211,315.7993964398431,1017.2345321579211,315.7993964398431,115.23453215792108,526.2993964398431,340.7345321579211,526.2993964398431,566.2345321579211,526.2993964398431,791.7345321579211,526.2993964398431,1017.2345321579211,526.2993964398431,115.23453215792108,736.7993964398431,340.7345321579211,736.7993964398431,566.2345321579211,736.7993964398431,791.7345321579211,736.7993964398431,1017.2345321579211,736.7993964398431,115.23453215792108,947.2993964398431,340.7345321579211,947.2993964398431,566.2345321579211,947.2993964398431,791.7345321579211,947.2993964398431,1017.2345321579211,947.2993964398431
114.23453215792108,105.79939643984312,339.7345321579211,105.79939643984312,565.2345321579211,105.79939643984312,790.7345321579211,105.79939643984312,1016.2345321579211,105.79939643984312,114.23453215792108,316.2993964398431,339.7345321579211,316.2993964398431,565.2345321579211,316.2993964398431,790.7345321579211,316.2993964398431,1016.2345321579211,316.2993964398431,114.23453215792108,526.7993964398431,339.7345321579211,526.7993964398431,565.2345321579211,526.7993964398431,790.7345321579211,526.7993964398431,1016.2345321579211,526.7993964398431,114.23453215792108,737.2993964398431,339.7345321579211,737.2993964398431,565.2345321579211,737.2993964398431,790.7345321579211,737.2993964398431,1016.2345321579211,737.2993964398431,114.23453215792108,947.7993964398431,339.7345321579211,947.7993964398431,565.2345321579211,947.7993964398431,790.7345321579211,947.7993964398431,1016.2345321579211,947.7993964398431
113.23453215792108,107.29939643984312,338.7345321579211,107.29939643984312,564.2345321579211,107.29939643984312,789.7345321579211,107.29939643984312,1015.2345321579211,107.29939643984312,113.23453215792108,317.7993964398431,338.7345321579211,317.7993964398431,564.2345321579211,317.7993964398431,789.7345321579211,317.7993964398431,1015.2345321579211,317.7993964398431,113.23453215792108,528.2993964398431,338.7345321579211,528.2993964398431,564.2345321579211,528.2993964398431,789.7345321579211,528.2993964398431,1015.2345321579211,528.2993964398431,113.23453215792108,738.7993964398431,338.7345321579211,738.7993964398431,564.2345321579211,738.7993964398431,789.7345321579211,738.7993964398431,1015.2345321579211,738.7993964398431,113.23453215792108,949.2993964398431,338.7345321579211,949.2993964398431,564.2345321579211,949.2993964398431,789.7345321579211,949.2993964398431,1015.2345321579211,949.2993964398431
114.73453215792108,312.7993964398431,340.2345321579211,312.7993964398431,565.7345321579211,312.7993964398431,791.2345321579211,312.7993964398431,1016.7345321579211,312.7993964398431,114.73453215792108,523.2993964398431,340.2345321579211,523.2993964398431,565.7345321579211,523.2993964398431,791.2345321579211,523.2993964398431,1016.7345321579211,523.2993964398431,114.73453215792108,733.7993964398431,340.2345321579211,733.7993964398431,565.7345321579211,733.7993964398431,791.2345321579211,733.7993964398431,1016.7345321579211,733.7993964398431,114.73453215792108,944.2993964398431,340.2345321579211,944.2993964398431,565.7345321579211,944.2993964398431,791.2345321579211,944.2993964398431,1016.7345321579211,944.2993964398431,114.73453215792108,1154.7993964398431,340.2345321579211,1154.7993964398431,565.7345321579211,1154.7993964398431,791.2345321579211,1154.7993964398431,1016.7345321579211,1154.7993964398431
335.2345321579211,312.2993964398431,560.7345321579211,312.2993964398431,786.2345321579211,312.2993964398431,1011.7345321579211,312.2993964398431,1237.234532157921,312.2993964398431,335.2345321579211,522.7993964398431,560.7345321579211,522.7993964398431,786.2345321579211,522.7993964398431,1011.7345321579211,522.7993964398431,1237.234532157921,522.7993964398431,335.2345321579211,733.2993964398431,560.7345321579211,733.2993964398431,786.2345321579211,733.2993964398431,1011.7345321579211,733.2993964398431,1237.234532157921,733.2993964398431,335.2345321579211,943.7993964398431,560.7345321579211,943.7993964398431,786.2345321579211,943.7993964398431,1011.7345321579211,943.7993964398431,1237.234532157921,943.7993964398431,335.2345321579211,1154.2993964398431,560.7345321579211,1154.2993964398431,786.2345321579211,1154.2993964398431,1011.7345321579211,1154.2993964398431,1237.234532157921,1154.2993964398431
336.2345321579211,109.29939643984312,561.7345321579211,109.29939643984312,787.2345321579211,109.29939643984312,1012.7345321579211,109.29939643984312,1238.234532157921,109.29939643984312,336.2345321579211,319.7993964398431,561.7345321579211,319.7993964398431,787.2345321579211,319.7993964398431,1012.7345321579211,319.7993964398431,1238.234532157921,319.7993964398431,336.2345321579211,530.2993964398431,561.7345321579211,530.2993964398431,787.2345321579211,530.2993964398431,1012.7345321579211,530.2993964398431,1238.234532157921,530.2993964398431,336.2345321579211,740.7993964398431,561.7345321579211,740.7993964398431,787.2345321579211,740.7993964398431,1012.7345321579211,740.7993964398431,1238.234532157921,740.7993964398431,336.2345321579211,951.2993964398431,561.7345321579211,951.2993964398431,787.2345321579211,951.2993964398431,1012.7345321579211,951.2993964398431,1238.234532157921,951.2993964398431
115.23453215792108,107.79939643984312,340.7345321579211,107.79939643984312,566.2345321579211,107.79939643984312,791.7345321579211,107.79939643984312,1017.2345321579211,107.79939643984312,115.23453215792108,318.2993964398431,340.7345321579211,318.2993964398431,566.2345321579211,318.2993964398431,791.7345321579211,318.2993964398431,1017.2345321579211,318.2993964398431,115.23453215792108,528.7993964398431,340.7345321579211,528.7993964398431,566.2345321579211,528.7993964398431,791.7345321579211,528.7993964398431,1017.2345321579211,528.7993964398431,115.23453215792108,739.2993964398431,340.7345321579211,739.2993964398431,566.2345321579211,739.2993964398431,791.7345321579211,739.2993964398431,1017.2345321579211,739.2993964398431,115.23453215792108,949.7993964398431,340.7345321579211,949.7993964398431,566.2345321579211,949.7993964398431,791.7345321579211,949.7993964398431,1017.2345321579211,949.7993964398431
115.23453215792108,105.29939643984312,340.7345321579211,105.29939643984312,566.2345321579211,105.29939643984312,791.7345321579211,105.29939643984312,1017.2345321579211,105.29939643984312,115.23453215792108,315.7993964398431,340.7345321579211,315.7993964398431,566.2345321579211,315.7993964398431,791.7345321579211,315.7993964398431,1017.2345321579211,315.7993964398431,115.23453215792108,526.2993964398431,340.7345321579211,526.2993964398431,566.2345321579211,526.2993964398431,791.7345321579211,526.2993964398431,1017.2345321579211,526.2993964398431,115.23453215792108,736.7993964398431,340.7345321579211,736.7993964398431,566.2345321579211,736.7993964398431,791.7345321579211,736.7993964398431,1017.2345321579211,736.7993964398431,115.23453215792108,947.2993964398431,340.7345321579211,947.2993964398431,566.2345321579211,947.2993964398431,791.7345321579211,947.2993964398431,1017.2345321579211,947.2993964398431
118.23453215792108,106.29939643984312,343.7345321579211,106.29939643984312,569.2345321579211,106.29939643984312,794.7345321579211,106.29939643984312,1020.2345321579211,106.29939643984312,118.23453215792108,316.7993964398431,343.7345321579211,316.7993964398431,569.2345321579211,316.7993964398431,794.7345321579211,316.7993964398431,1020.2345321579211,316.7993964398431,118.23453215792108,527.2993964398431,343.7345321579211,527.2993964398431,569.2345321579211,527.2993964398431,794.7345321579211,527.2993964398431,1020.2345321579211,527.2993964398431,118.23453215792108,737.7993964398431,343.7345321579211,737.7993964398431,569.2345321579211,737.7993964398431,794.7345321579211,737.7993964398431,1020.2345321579211,737.7993964398431,118.23453215792108,948.2993964398431,343.7345321579211,948.2993964398431,569.2345321579211,948.2993964398431,794.7345321579211,948.2993964398431,1020.2345321579211,948.2993964398431
121.23453215792108,105.79939643984312,346.7345321579211,105.79939643984312,572.2345321579211,105.79939643984312,797.7345321579211,105.79939643984312,1023.2345321579211,105.79939643984312,121.23453215792108,316.2993964398431,346.7345321579211,316.2993964398431,572.2345321579211,316.2993964398431,797.7345321579211,316.2993964398431,1023.2345321579211,316.2993964398431,121.23453215792108,526.7993964398431,346.7345321579211,526.7993964398431,572.2345321579211,526.7993964398431,797.7345321579211,526.7993964398431,1023.2345321579211,526.7993964398431,121.23453215792108,737.2993964398431,346.7345321579211,737.2993964398431,572.2345321579211,737.2993964398431,797.7345321579211,737.2993964398431,1023.2345321579211,737.2993964398431,121.23453215792108,947.7993964398431,346.7345321579211,947.7993964398431,572.2345321579211,947.7993964398431,797.7345321579211,947.7993964398431,1023.2345321579211,947.7993964398431
