x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25
180.0,301.6999999999999,216.0,301.6999999999999,252.0,301.6999999999999,288.0,301.6999999999999,324.0,301.6999999999999,-108.0,333.46999999999986,-72.0,333.46999999999986,-36.0,333.46999999999986,0.0,333.46999999999986,36.0,333.46999999999986,180.0,365.23999999999984,216.0,365.23999999999984,252.0,365.23999999999984,288.0,365.23999999999984,324.0,365.23999999999984,-108.0,397.0099999999998,-72.0,397.0099999999998,-36.0,397.0099999999998,0.0,397.0099999999998,36.0,397.0099999999998,180.0,428.7799999999998,216.0,428.7799999999998,252.0,428.7799999999998,288.0,428.7799999999998,324.0,428.7799999999998
162.0,269.9299999999999,198.0,269.9299999999999,234.0,269.9299999999999,270.0,269.9299999999999,306.0,269.9299999999999,-90.0,301.6999999999999,-54.0,301.6999999999999,-18.0,301.6999999999999,18.0,301.6999999999999,54.0,301.6999999999999,162.0,333.46999999999986,198.0,333.46999999999986,234.0,333.46999999999986,270.0,333.46999999999986,306.0,333.46999999999986,-90.0,365.23999999999984,-54.0,365.23999999999984,-18.0,365.23999999999984,18.0,365.23999999999984,54.0,365.23999999999984,162.0,397.0099999999998,198.0,397.0099999999998,234.0,397.0099999999998,270.0,397.0099999999998,306.0,397.0099999999998
198.0,269.9299999999999,234.0,269.9299999999999,270.0,269.9299999999999,306.0,269.9299999999999,342.0,269.9299999999999,-126.0,301.6999999999999,-90.0,301.6999999999999,-54.0,301.6999999999999,-18.0,301.6999999999999,18.0,301.6999999999999,198.0,333.46999999999986,234.0,333.46999999999986,270.0,333.46999999999986,306.0,333.46999999999986,342.0,333.46999999999986,-126.0,365.23999999999984,-90.0,365.23999999999984,-54.0,365.23999999999984,-18.0,365.23999999999984,18.0,365.23999999999984,198.0,397.0099999999998,234.0,397.0099999999998,270.0,397.0099999999998,306.0,397.0099999999998,342.0,397.0099999999998
180.0,301.6999999999999,216.0,301.6999999999999,252.0,301.6999999999999,288.0,301.6999999999999,324.0,301.6999999999999,-108.0,333.46999999999986,-72.0,333.46999999999986,-36.0,333.46999999999986,0.0,333.46999999999986,36.0,333.46999999999986,180.0,365.23999999999984,216.0,365.23999999999984,252.0,365.23999999999984,288.0,365.23999999999984,324.0,365.23999999999984,-108.0,397.0099999999998,-72.0,397.0099999999998,-36.0,397.0099999999998,0.0,397.0099999999998,36.0,397.0099999999998,180.0,428.7799999999998,216.0,428.7799999999998,252.0,428.7799999999998,288.0,428.7799999999998,324.0,428.7799999999998
